Produto,Conglomerado,Cidade,Seg,Canal,Estabelecimento,Bairro,Marca,A03 - PET 500ML,A06 - PET 1500ML,C03 - VIDRO 600ML RET,C04 - VIDRO 600ML DESC,C09 - LONGNECK  250 ML,C10 - LONGNECK 330ML,C11 - LONGNECK 355ML,C14 – LATA 250 ML,C16 - LATA 350ML,E01 - LATA 250 ML,E03 - LATA - 473 ML,E10 - PET 600ML,I04 – PET 500 ML,R01 - PET 237ML,R01a - PET 250ML,R05 - PET 600ML,"R08 - PET 1,5L",R10 - PET  2L,R18a - LATA  220ML,R19 - LATA 270ML,R20 – LATA 310ML,R21 - LATA 350ML
REFRIGERANTE,brasilia,cruzeiro,2,5,rt pizzaria zio,cruzeiro velho,FANTA LARANJA,,,,,,,,,,,,,,,,,,"12,00",,,,
REFRIGERANTE,brasilia,cruzeiro,1,2,sp mercado cerramix,cruzeiro novo,FANTA LARANJA,,,,,,,,,,,,,,,,,,"6,99",,,,
REFRIGERANTE,gama,gama,2,4,ba estacao 25 cozinha e bar,setor oeste,FANTA LARANJA,,,,,,,,,,,,,,,,"6,90",,,,,,
REFRIGERANTE,gama,gama,1,3,db dist de bebidas cristal bebidas,santa maria,FANTA LARANJA,,,,,,,,,,,,,,,,,,"7,50",,,,
REFRIGERANTE,gama,gama,1,3,db dist de bebidas santa maria,santa maria,FANTA LARANJA,,,,,,,,,,,,,,,,,,"8,00",,,,
REFRIGERANTE,gama,gama,1,3,db dist de bebidas unicerv,setor leste,FANTA LARANJA,,,,,,,,,,,,,,,,"4,49",,,,,,
REFRIGERANTE,gama,gama,2,8,me ellos supermercado,setor leste,FANTA LARANJA,,,,,,,,,,,,,,,,,,"5,99",,,,
REFRIGERANTE,gama,gama,2,8,me supermercado capricho,setor leste,FANTA LARANJA,,,,,,,,,,,,,,,,,,"8,99","2,99",,,
REFRIGERANTE,gama,gama,2,8,me supermercado em casa,setor sul,FANTA LARANJA,,,,,,,,,,,,,,,,,,,,,,
REFRIGERANTE,gama,gama,1,2,sp baratao supermercados,setor leste,FANTA LARANJA,,,,,,,,,,,,,,,,,,"5,99",,,,
REFRIGERANTE,guara,guara,1,3,db melhor atacadista (precos atacado),guara 2,FANTA LARANJA,,,,,,,,,,,,,,,"1,99",,,"5,99","2,09",,,
REFRIGERANTE,guara,guara,1,1,hp melhor atacadista (precos varejo),guara 2,FANTA LARANJA,,,,,,,,,,,,,,,"1,99",,,"5,99","2,09",,,
REFRIGERANTE,guara,guara,1,1,hp supermercado veneza,guara 2,FANTA LARANJA,,,,,,,,,,,,,,,,,,"7,49",,,,
REFRIGERANTE,guara,guara,1,1,hp supermercado veneza,guara 1,FANTA LARANJA,,,,,,,,,,,,,,,,,,"7,49",,,,
REFRIGERANTE,guara,guara,2,6,pd padaria bellapan delicias do trigo,guara 1,FANTA LARANJA,,,,,,,,,,,,,,,"3,50",,,"6,50",,,,
REFRIGERANTE,guara,guara,2,6,pd padaria ouro pao ,guara i,FANTA LARANJA,,,,,,,,,,,,,,,,"6,50",,"10,90",,,,
REFRIGERANTE,guara,guara,2,6,pd panificadora e confeitaria paihoca,guara 2,FANTA LARANJA,,,,,,,,,,,,,,,,"5,50",,"9,00",,,,
REFRIGERANTE,guara,guara,1,2,sp supermercado superbom,guara,FANTA LARANJA,,,,,,,,,,,,,,,,"4,79",,,"2,29",,,
REFRIGERANTE,outros,itapoa,1,3,db atacadao reis (precos atacado),del lago 2,FANTA LARANJA,,,,,,,,,,,,,,,,,,"6,79","1,89",,,
REFRIGERANTE,outros,itapoa,1,1,hp atacadao reis (precos varejo),del lago 2,FANTA LARANJA,,,,,,,,,,,,,,,,,,"6,79","1,99",,,
REFRIGERANTE,lagos,lago sul,2,4,ba lago sul bar,lago sul,FANTA LARANJA,,,,,,,,,,,,,,,,,,"12,00",,,,
REFRIGERANTE,guara,nco bandeirante,2,4,ba bar e restaurante skina drinks,nco bandeirante,FANTA LARANJA,,,,,,,,,,,,,,,,"6,00",,"11,00",,,,
REFRIGERANTE,guara,nco bandeirante,2,8,me mercado bom preco,nco bandeirante,FANTA LARANJA,,,,,,,,,,,,,,,"1,90","5,00",,"11,00",,,,
REFRIGERANTE,guara,nco bandeirante,2,8,me supermercado gourmet,nco bandeirante,FANTA LARANJA,,,,,,,,,,,,,,,"1,99",,,"8,99",,,,
REFRIGERANTE,guara,nco bandeirante,2,5,rt restaurante do pereira,nco bandeirante,FANTA LARANJA,,,,,,,,,,,,,,,,"7,00",,,,,,
REFRIGERANTE,guara,nco bandeirante,2,5,rt restaurante top baiano,nco bandeirante,FANTA LARANJA,,,,,,,,,,,,,,,,"6,50",,"9,90",,,,
REFRIGERANTE,brasilia,octogonal,2,4,ba quiosque parada obrigatoria,octogonal,FANTA LARANJA,,,,,,,,,,,,,,,,,,,"5,00",,,
REFRIGERANTE,brasilia,octogonal,2,6,pd panificadora lulipan,octogonal,FANTA LARANJA,,,,,,,,,,,,,,,,"7,80",,,"3,90",,,
REFRIGERANTE,outros,paranoa,1,3,db dist de bebidas brazuca,paranoa,FANTA LARANJA,,,,,,,,,,,,,,,,,,"8,00",,,,
REFRIGERANTE,outros,paranoa,1,3,db dist de bebidas estrivo de prata,paranoa,FANTA LARANJA,,,,,,,,,,,,,,,,,,"7,50",,,,
REFRIGERANTE,outros,paranoa,1,3,db dist de bebidas pe na jaca iii,paranoa,FANTA LARANJA,,,,,,,,,,,,,,,,"4,50",,"8,00",,,,
REFRIGERANTE,outros,paranoa,2,8,me casa de carnes paranoa,paranoa,FANTA LARANJA,,,,,,,,,,,,,,,,,,"9,00","2,50",,,
REFRIGERANTE,sobradinho,planaltina,2,4,ba bar beer old barr,vila buritis ,FANTA LARANJA,,,,,,,,,,,,,,,,,,"7,50",,,,
REFRIGERANTE,sobradinho,planaltina,2,4,ba bar do chorao,vila buritis,FANTA LARANJA,,,,,,,,,,,,,,,"2,00",,,"8,00",,,,
REFRIGERANTE,sobradinho,planaltina,2,4,ba bar fortaleza ,arapoangas planatina df ,FANTA LARANJA,,,,,,,,,,,,,,,,,,"8,90",,,,
REFRIGERANTE,sobradinho,planaltina,2,4,ba bar vila madalena,vila buritis,FANTA LARANJA,,,,,,,,,,,,,,,,"5,00",,"7,50",,,,
REFRIGERANTE,sobradinho,planaltina,2,4,ba dogao lanches,mestre darmas,FANTA LARANJA,,,,,,,,,,,,,,,,"6,00",,,,,,
REFRIGERANTE,sobradinho,planaltina,2,4,ba lanchonete sidao burguer,vila buritis,FANTA LARANJA,,,,,,,,,,,,,,,,,,,"3,50",,,
REFRIGERANTE,sobradinho,planaltina,2,4,ba milk shake e companhia,vila buritis,FANTA LARANJA,,,,,,,,,,,,,,,"1,90",,,,,,,
REFRIGERANTE,sobradinho,planaltina,1,3,db dist de bebidas ilheus,vila buritis,FANTA LARANJA,,,,,,,,,,,,,,,,,,,,,,
REFRIGERANTE,sobradinho,planaltina,1,3,db dist de bebidas lucas bebidas ,vila buritis ,FANTA LARANJA,,,,,,,,,,,,,,,,,,"5,50",,,,
REFRIGERANTE,sobradinho,planaltina,1,3,db dist de bebidas nosso bar ,vila buritis ,FANTA LARANJA,,,,,,,,,,,,,,,,,,"7,50",,,,
REFRIGERANTE,sobradinho,planaltina,1,3,db dist de bebidas ponto forte,setor residencial ,FANTA LARANJA,,,,,,,,,,,,,,,,"5,00",,"5,50",,,,
REFRIGERANTE,sobradinho,planaltina,1,3,db dist de bebidas vitoria,jardim roriz,FANTA LARANJA,,,,,,,,,,,,,,,,,,"8,00",,,,
REFRIGERANTE,sobradinho,planaltina,1,1,hp supermercado comper,setor norte,FANTA LARANJA,,,,,,,,,,,,,,,,"4,99",,,,,,
REFRIGERANTE,sobradinho,planaltina,2,7,lc sos smoker beer,estancia 03,FANTA LARANJA,,,,,,,,,,,,,,,,,,"7,00",,,,
REFRIGERANTE,sobradinho,planaltina,2,8,me mercadinho nordestino,vila buritis,FANTA LARANJA,,,,,,,,,,,,,,,,,,"7,00",,,,
REFRIGERANTE,sobradinho,planaltina,2,8,me mercado suprimais,jardim roriz,FANTA LARANJA,,,,,,,,,,,,,,,,,,"6,99",,,,
REFRIGERANTE,sobradinho,planaltina,2,8,me supermercado baratissimo,jd roriz,FANTA LARANJA,,,,,,,,,,,,,,,,,,"6,99",,,,
REFRIGERANTE,sobradinho,planaltina,2,8,me supermercado do bairro,jd roriz,FANTA LARANJA,,,,,,,,,,,,,,,"1,79",,,"6,50",,,,
REFRIGERANTE,sobradinho,planaltina,2,8,me supermercado ferreira,jardim roriz,FANTA LARANJA,,,,,,,,,,,,,,,,"4,69",,,,,,
REFRIGERANTE,sobradinho,planaltina,2,8,me supermercado ramos,jardim roriz,FANTA LARANJA,,,,,,,,,,,,,,,,,,,"2,99",,,
REFRIGERANTE,sobradinho,planaltina,2,6,pd panificadora e confeitaria estancia,mestre darmas,FANTA LARANJA,,,,,,,,,,,,,,,,,,"8,00",,,,
REFRIGERANTE,sobradinho,planaltina,2,6,pd panificadora mil delicias,setor sul,FANTA LARANJA,,,,,,,,,,,,,,,,,,,"2,99",,,
REFRIGERANTE,sobradinho,planaltina,2,5,rt pizzaria santo antonio,mestre darmas,FANTA LARANJA,,,,,,,,,,,,,,,,,,"8,00",,,,
REFRIGERANTE,sobradinho,planaltina,1,2,sp supermercado piaui,vila buritis,FANTA LARANJA,,,,,,,,,,,,,,,,,,"6,99","2,39",,,
REFRIGERANTE,gama,rcto das emas,2,4,ba bar cantinho do nordeste,recanto das emas,FANTA LARANJA,,,,,,,,,,,,,,,,"6,00",,"10,00",,,,
REFRIGERANTE,gama,rcto das emas,2,4,ba bar do chagas,recanto das emas,FANTA LARANJA,,,,,,,,,,,,,,,,,,,,,,
REFRIGERANTE,gama,rcto das emas,1,3,db dist de bebidas 300 grau,recanto das emas,FANTA LARANJA,,,,,,,,,,,,,,,,,,"8,00","3,00",,,
REFRIGERANTE,gama,rcto das emas,1,3,db dist de bebidas marathon,recanto das emas,FANTA LARANJA,,,,,,,,,,,,,,,,"5,00",,,,,,
REFRIGERANTE,gama,rcto das emas,1,3,db dist de bebidas super grau,recanto das emas,FANTA LARANJA,,,,,,,,,,,,,,,,,,"8,00",,,,
REFRIGERANTE,gama,rcto das emas,1,1,hp supermercado euro,recanto das emas,FANTA LARANJA,,,,,,,,,,,,,,,,,,"7,99",,,,
REFRIGERANTE,gama,rcto das emas,1,1,hp supermercado euro,recanto das emas,FANTA LARANJA,,,,,,,,,,,,,,,,,,"7,99",,,,
REFRIGERANTE,gama,rcto das emas,2,8,me mercearia messias,recanto das emas,FANTA LARANJA,,,,,,,,,,,,,,,,,,"10,00",,,,
REFRIGERANTE,gama,rcto das emas,2,8,me supermercado nic,recanto das emas,FANTA LARANJA,,,,,,,,,,,,,,,,,,"6,99","2,50",,,
REFRIGERANTE,gama,rcto das emas,2,8,me supermercado silva,recanto das emas,FANTA LARANJA,,,,,,,,,,,,,,,"2,20","3,99",,"8,99",,,,
REFRIGERANTE,gama,rcto das emas,2,6,pd panificadora padoquinha,recanto das emas,FANTA LARANJA,,,,,,,,,,,,,,,,"6,75",,"10,50","3,75",,,
REFRIGERANTE,gama,rcto das emas,2,5,rt restaurante comida mineira,recanto das emas,FANTA LARANJA,,,,,,,,,,,,,,,,,,,,,,
REFRIGERANTE,gama,rcto das emas,1,2,sp supermercado euro,recanto das emas,FANTA LARANJA,,,,,,,,,,,,,,,,,,"7,99",,,,
REFRIGERANTE,outros,riacho fundo,2,4,ba skina beer bar e petiskaria,riacho fundo 1,FANTA LARANJA,,,,,,,,,,,,,,,,"6,90",,,,,,
REFRIGERANTE,outros,riacho fundo,2,8,me supermercado portela,riacho fundo,FANTA LARANJA,,,,,,,,,,,,,,,,,,"9,99",,,,
REFRIGERANTE,outros,riacho fundo,2,6,pd panificadora america,riacho fundo,FANTA LARANJA,,,,,,,,,,,,,,,,,,"9,00",,,,
REFRIGERANTE,outros,riacho fundo,2,5,rt restaurante e bar bonamesa,riacho fundo 1,FANTA LARANJA,,,,,,,,,,,,,,,,"6,90",,,,,,
REFRIGERANTE,ceilandia,samambaia,2,4,ba bar do marquinho,norte,FANTA LARANJA,,,,,,,,,,,,,,,,,,,,,,
REFRIGERANTE,ceilandia,samambaia,2,4,ba bar e restaurante da mineirinha,norte,FANTA LARANJA,,,,,,,,,,,,,,,,"5,50",,,,,,
REFRIGERANTE,ceilandia,samambaia,2,4,ba espetos e pescados do careca,norte,FANTA LARANJA,,,,,,,,,,,,,,,,"8,90",,,,,,
REFRIGERANTE,ceilandia,samambaia,2,4,ba mesquimar cozinha e bar,sul,FANTA LARANJA,,,,,,,,,,,,,,,,"8,49",,,,,,
REFRIGERANTE,ceilandia,samambaia,2,4,ba potiguar caldos,norte,FANTA LARANJA,,,,,,,,,,,,,,,"6,99",,,,,,,
REFRIGERANTE,ceilandia,samambaia,1,3,db dist de bebidas brooklyn,sul,FANTA LARANJA,,,,,,,,,,,,,,,,,,"9,00",,,,
REFRIGERANTE,ceilandia,samambaia,1,3,db dist de bebidas malibu,norte,FANTA LARANJA,,,,,,,,,,,,,,,,,,"8,00",,,,
REFRIGERANTE,ceilandia,samambaia,1,3,db dist de bebidas mazaya,norte,FANTA LARANJA,,,,,,,,,,,,,,,,,,"9,00",,,,
REFRIGERANTE,ceilandia,samambaia,1,3,db dist de bebidas royal bebidas,sul,FANTA LARANJA,,,,,,,,,,,,,,,,"6,00",,"8,00",,,,
REFRIGERANTE,ceilandia,samambaia,2,8,me mercado estrela,sul,FANTA LARANJA,,,,,,,,,,,,,,,"1,99",,,"9,99",,,,
REFRIGERANTE,ceilandia,samambaia,2,8,me mercado hollywood,norte,FANTA LARANJA,,,,,,,,,,,,,,,,"4,99",,"9,99","2,49",,,
REFRIGERANTE,ceilandia,samambaia,2,8,me sacolao qualidade,norte,FANTA LARANJA,,,,,,,,,,,,,,,,"5,49",,"8,50",,,,
REFRIGERANTE,ceilandia,samambaia,2,8,me supermercado cordeirao,norte,FANTA LARANJA,,,,,,,,,,,,,,,"1,99",,,"9,99",,,,
REFRIGERANTE,ceilandia,samambaia,2,6,pd panificadora charlotte,sul,FANTA LARANJA,,,,,,,,,,,,,,,,,,"9,99","3,49",,,
REFRIGERANTE,ceilandia,samambaia,1,2,sp supermecado bom pra voce,sul,FANTA LARANJA,,,,,,,,,,,,,,,,"4,69",,"6,99",,,,
REFRIGERANTE,ceilandia,samambaia,1,2,sp supermercado bistecao,norte,FANTA LARANJA,,,,,,,,,,,,,,,,,,"6,49",,,,
REFRIGERANTE,gama,santa maria,2,4,ba boldt burguer santa maria,santa maria,FANTA LARANJA,,,,,,,,,,,,,,,,,,,,,,
REFRIGERANTE,gama,santa maria,2,4,ba lanchonete rei dos salgados,santa maria norte,FANTA LARANJA,,,,,,,,,,,,,,,"2,00",,,,,,,
REFRIGERANTE,gama,santa maria,2,4,ba netos bar,santa maria,FANTA LARANJA,,,,,,,,,,,,,,,,,,"7,00",,,,
REFRIGERANTE,gama,santa maria,1,3,db atacado vivendas (precos atacado),santa maria,FANTA LARANJA,,,,,,,,,,,,,,,,,,"6,99","2,19",,,
REFRIGERANTE,gama,santa maria,1,3,db atacado vivendas (precos atacado),santa maria,FANTA LARANJA,,,,,,,,,,,,,,,,,,"6,99","2,09",,,
REFRIGERANTE,gama,santa maria,1,3,db dist de bebidas california,santa maria,FANTA LARANJA,,,,,,,,,,,,,,,,,,"7,00",,,,
REFRIGERANTE,gama,santa maria,1,3,db dist de bebidas no grau,santa maria,FANTA LARANJA,,,,,,,,,,,,,,,,,,"6,00",,,,
REFRIGERANTE,gama,santa maria,1,3,db dist de bebidas rh,santa maria,FANTA LARANJA,,,,,,,,,,,,,,,,,,"6,00",,,,
REFRIGERANTE,gama,santa maria,1,1,hp atacado vivendas (precos varejo),santa maria,FANTA LARANJA,,,,,,,,,,,,,,,,,,"6,99","2,19",,,
REFRIGERANTE,gama,santa maria,1,1,hp atacado vivendas (precos varejo),santa maria,FANTA LARANJA,,,,,,,,,,,,,,,,,,"6,99","2,09",,,
REFRIGERANTE,gama,santa maria,1,1,hp supermercado superbom,santa maria,FANTA LARANJA,,,,,,,,,,,,,,,,,,"6,99",,,,
REFRIGERANTE,gama,santa maria,2,7,lc conveniencia posto ipiranga,santa maria,FANTA LARANJA,,,,,,,,,,,,,,,,"5,50",,"7,35",,,,
REFRIGERANTE,gama,santa maria,2,8,me doceria bomel,santa maria,FANTA LARANJA,,,,,,,,,,,,,,,,,,"7,00",,,,
REFRIGERANTE,gama,santa maria,2,8,me mercado doce mel,santa maria,FANTA LARANJA,,,,,,,,,,,,,,,,,,"6,99",,,,
REFRIGERANTE,gama,santa maria,2,8,me supermercado cerbras,santa maria,FANTA LARANJA,,,,,,,,,,,,,,,,,,"7,35",,,,
REFRIGERANTE,gama,santa maria,2,8,me supermercado minas,santa maria,FANTA LARANJA,,,,,,,,,,,,,,,,,,"6,99",,,,
REFRIGERANTE,gama,santa maria,2,6,pd panificadora forno de ouro,santa maria,FANTA LARANJA,,,,,,,,,,,,,,,,,,"6,99",,,,
REFRIGERANTE,gama,santa maria,2,5,rt restaurante dona augusta,santa maria,FANTA LARANJA,,,,,,,,,,,,,,,,,,"8,00",,,,
REFRIGERANTE,gama,santa maria,1,2,sp supermercado cerramix,santa maria,FANTA LARANJA,,,,,,,,,,,,,,,,,,"6,99",,,,
REFRIGERANTE,gama,santa maria,1,2,sp supermercado entao,santa maria,FANTA LARANJA,,,,,,,,,,,,,,,,,,"7,99",,,,
REFRIGERANTE,gama,santa maria,1,2,sp supermercado vivendas,santa maria,FANTA LARANJA,,,,,,,,,,,,,,,"1,99",,,"6,99",,,,
REFRIGERANTE,gama,santa maria,1,2,sp supermercados premium,santa maria,FANTA LARANJA,,,,,,,,,,,,,,,,,,"6,99",,,,
REFRIGERANTE,outros,sao sebastiao,1,3,db dist de bebidas bodao,sao francisco ,FANTA LARANJA,,,,,,,,,,,,,,,,"4,99",,"8,49","2,49",,,
REFRIGERANTE,outros,sao sebastiao,1,1,hp varejao da fartura,sao sebastiao,FANTA LARANJA,,,,,,,,,,,,,,,,,,,,,,
REFRIGERANTE,outros,sao sebastiao,2,6,pd panificadora realeza,sao jose ,FANTA LARANJA,,,,,,,,,,,,,,,,,,"8,99","3,49",,,
REFRIGERANTE,outros,sao sebastiao ,1,3,db dist de bebidas marcinho,vila nova ,FANTA LARANJA,,,,,,,,,,,,,,,,,,"8,50","3,00",,,
REFRIGERANTE,guara,sia,2,4,ba lanchonete house lanches,sia,FANTA LARANJA,,,,,,,,,,,,,,,,"6,00",,,,,,
REFRIGERANTE,guara,sia,2,4,ba zappe lanches,sia,FANTA LARANJA,,,,,,,,,,,,,,,,"6,00",,"10,00",,,,
REFRIGERANTE,guara,sia,1,3,db assai atacadista (precos atacado),sia,FANTA LARANJA,,,,,,,,,,,,,,,,"3,99",,"6,69","1,89",,,
REFRIGERANTE,guara,sia,1,1,hp assai atacadista (precos varejo),sia,FANTA LARANJA,,,,,,,,,,,,,,,,"4,29",,,"1,99",,,
REFRIGERANTE,guara,sia,2,5,rt restaurante espaco oliveira,sia,FANTA LARANJA,,,,,,,,,,,,,,,,"6,00",,,,,,
REFRIGERANTE,guara,sia,2,5,rt restaurante sabor oriental,sia,FANTA LARANJA,,,,,,,,,,,,,,,,"6,50",,,,,,
REFRIGERANTE,guara,sia,2,5,rt restaurante tempero da casa,sia,FANTA LARANJA,,,,,,,,,,,,,,,,"5,50",,,,,,
REFRIGERANTE,sobradinho,sobradinho,1,3,db dist de bebidas chega +,sobradinho,FANTA LARANJA,,,,,,,,,,,,,,,,,,"10,00","3,50",,,
REFRIGERANTE,sobradinho,sobradinho,2,6,pd panificadora sabor de minas,sobradinho,FANTA LARANJA,,,,,,,,,,,,,,,"4,00","7,00",,"11,00",,,,
REFRIGERANTE,sobradinho,sobradinho,2,6,pd panificadora tres poderes,sobradinho,FANTA LARANJA,,,,,,,,,,,,,,,,,,"12,50",,,,
REFRIGERANTE,brasilia,sudoeste,2,4,ba cafe quitandinha,sudoeste,FANTA LARANJA,,,,,,,,,,,,,,,"3,50",,,,,,,
REFRIGERANTE,brasilia,sudoeste,1,1,hp supermercado dona de casa,sudoeste,FANTA LARANJA,,,,,,,,,,,,,,,,,,"8,49","2,99",,,
REFRIGERANTE,taguatinga,taguatinga,2,8,me supermercado panela cheia,sul,FANTA LARANJA,,,,,,,,,,,,,,,,,,"8,99",,,,
REFRIGERANTE,taguatinga,taguatinga,2,8,me varejao top,norte,FANTA LARANJA,,,,,,,,,,,,,,,,,,"9,99",,,,
REFRIGERANTE,taguatinga,taguatinga,1,2,sp supermercado superbom,norte,FANTA LARANJA,,,,,,,,,,,,,,,,,,"7,39",,,,
REFRIGERANTE,taguatinga,taguatinga,1,2,sp supermercado superbom,norte,FANTA LARANJA,,,,,,,,,,,,,,,,,,"7,38",,,,
REFRIGERANTE,taguatinga,taguatinga,1,2,sp supermercado veneza,norte,FANTA LARANJA,,,,,,,,,,,,,,,,,,"7,49",,,,
REFRIGERANTE,outros,varjao,2,8,me supermercado rende mais,varjao,FANTA LARANJA,,,,,,,,,,,,,,,,"4,99",,"8,49",,,,
REFRIGERANTE,taguatinga,vicente pires,2,4,ba bar e restaurante steak & beer,shvp,FANTA LARANJA,,,,,,,,,,,,,,,,,,"10,00",,,,
REFRIGERANTE,taguatinga,vicente pires,2,4,ba bar rota da cachaca,shvp,FANTA LARANJA,,,,,,,,,,,,,,,,,,"9,00",,,,
REFRIGERANTE,taguatinga,vicente pires,2,7,lc conveniencia r8,shvp,FANTA LARANJA,,,,,,,,,,,,,,,,"7,00",,"9,00","3,00",,,
REFRIGERANTE,taguatinga,vicente pires,2,6,pd colonia paes & conveniencia,shvp,FANTA LARANJA,,,,,,,,,,,,,,,,,,"9,50","3,50",,,
REFRIGERANTE,taguatinga,vicente pires,2,6,pd panificadora bonanza,shvp,FANTA LARANJA,,,,,,,,,,,,,,,"3,50",,,"8,90","3,50",,,
REFRIGERANTE,taguatinga,vicente pires,2,6,pd panificadora ki delicias ii,shvp,FANTA LARANJA,,,,,,,,,,,,,,,,"6,00",,"10,00","4,00",,,
REFRIGERANTE,taguatinga,vicente pires,2,5,rt tropeiro restaurante,shvp,FANTA LARANJA,,,,,,,,,,,,,,,,"5,50",,,,,,
REFRIGERANTE,taguatinga,aguas claras,1,1,hp supermecado dona de casa,aguas claras,FANTA MARACUJA,,,,,,,,,,,,,,,,,,"8,49",,,,
REFRIGERANTE,outros,brazlandia,2,8,me mercado centro,setor norte,FANTA MARACUJA,,,,,,,,,,,,,,,,,,"8,99",,,,
REFRIGERANTE,outros,brazlandia,2,6,pd panificadora sao jorge,setor norte,FANTA MARACUJA,,,,,,,,,,,,,,,,,,"8,50",,,,
REFRIGERANTE,ceilandia,ceilandia,1,3,db fort atacadista (precos atacado),sol nascente,FANTA MARACUJA,,,,,,,,,,,,,,,,,,"6,99",,,,
REFRIGERANTE,ceilandia,ceilandia,1,1,hp fort atacadista (precos varejo),sol nascente,FANTA MARACUJA,,,,,,,,,,,,,,,,,,"6,99",,,,
REFRIGERANTE,ceilandia,ceilandia,1,1,hp supermercado espirito santo,norte,FANTA MARACUJA,,,,,,,,,,,,,,,,,,"8,49",,,,
REFRIGERANTE,ceilandia,ceilandia,1,1,hp supermercado tatico,sul,FANTA MARACUJA,,,,,,,,,,,,,,,,,,"6,99",,,,
REFRIGERANTE,ceilandia,ceilandia,2,6,pd panificadora pani premium,norte,FANTA MARACUJA,,,,,,,,,,,,,,,,,,"10,69",,,,
REFRIGERANTE,ceilandia,ceilandia,1,2,sp supermercado supergiro,norte,FANTA MARACUJA,,,,,,,,,,,,,,,,,,"7,99",,,,
REFRIGERANTE,ceilandia,ceilandia,1,2,sp supermercado veneza,setor o,FANTA MARACUJA,,,,,,,,,,,,,,,,,,"7,90",,,,
REFRIGERANTE,gama,gama,2,8,me supermercado do baiano,setor sul,FANTA MARACUJA,,,,,,,,,,,,,,,,,,"8,49",,,,
REFRIGERANTE,guara,guara,1,1,hp supermercado veneza,guara 2,FANTA MARACUJA,,,,,,,,,,,,,,,,,,"7,49",,,,
REFRIGERANTE,guara,guara,1,1,hp supermercado veneza,guara 1,FANTA MARACUJA,,,,,,,,,,,,,,,,,,"7,49",,,,
REFRIGERANTE,outros,itapoa,1,3,db atacadao reis (precos atacado),del lago 2,FANTA MARACUJA,,,,,,,,,,,,,,,,,,"6,79",,,,
REFRIGERANTE,outros,itapoa,1,1,hp atacadao reis (precos varejo),del lago 2,FANTA MARACUJA,,,,,,,,,,,,,,,,,,"6,99",,,,
REFRIGERANTE,outros,itapoa,2,8,me mercado del lago,itapoa,FANTA MARACUJA,,,,,,,,,,,,,,,,,,"8,59",,,,
REFRIGERANTE,outros,itapoa,2,6,pd panificadora novo sabor,itapoa 2,FANTA MARACUJA,,,,,,,,,,,,,,,,,,"11,00",,,,
REFRIGERANTE,guara,nco bandeirante,2,8,me supermercado gourmet,nco bandeirante,FANTA MARACUJA,,,,,,,,,,,,,,,,,,"10,99",,,,
REFRIGERANTE,sobradinho,planaltina,2,7,lc conveniencia da hora,vila buritis,FANTA MARACUJA,,,,,,,,,,,,,,,,,,"7,50",,,,
REFRIGERANTE,sobradinho,planaltina,2,8,me supermercado lider,nova planaltina,FANTA MARACUJA,,,,,,,,,,,,,,,,,,"6,50",,,,
REFRIGERANTE,sobradinho,planaltina,2,6,pd padaria grann pao,mestre darmas,FANTA MARACUJA,,,,,,,,,,,,,,,,,,"8,00",,,,
REFRIGERANTE,gama,rcto das emas,1,1,hp supermercado tatico,recanto das emas,FANTA MARACUJA,,,,,,,,,,,,,,,,,,"6,99",,,,
REFRIGERANTE,gama,rcto das emas,1,1,hp supermercado vivendas,recanto das emas,FANTA MARACUJA,,,,,,,,,,,,,,,,,,"7,49",,,,
REFRIGERANTE,gama,rcto das emas,2,8,me mercearia lima,recanto das emas,FANTA MARACUJA,,,,,,,,,,,,,,,,,,"9,00",,,,
REFRIGERANTE,gama,rcto das emas,2,6,pd goncalina paes e conveniencia ,recanto das emas,FANTA MARACUJA,,,,,,,,,,,,,,,,,,"9,99",,,,
REFRIGERANTE,gama,rcto das emas,2,6,pd panificadora top paes,recanto das emas,FANTA MARACUJA,,,,,,,,,,,,,,,,,,"10,90",,,,
REFRIGERANTE,outros,riacho fundo,2,8,me supermercado uniao,riacho fundo,FANTA MARACUJA,,,,,,,,,,,,,,,,,,"8,99",,,,
REFRIGERANTE,outros,riacho fundo,1,2,sp supermercado caique,riacho fundo,FANTA MARACUJA,,,,,,,,,,,,,,,,,,"5,99",,,,
REFRIGERANTE,gama,santa maria,1,3,db atacado vivendas (precos atacado),santa maria,FANTA MARACUJA,,,,,,,,,,,,,,,,,,"7,29",,,,
REFRIGERANTE,gama,santa maria,1,3,db atacado vivendas (precos atacado),santa maria,FANTA MARACUJA,,,,,,,,,,,,,,,,,,"7,29",,,,
REFRIGERANTE,gama,santa maria,1,1,hp atacado vivendas (precos varejo),santa maria,FANTA MARACUJA,,,,,,,,,,,,,,,,,,"7,49",,,,
REFRIGERANTE,gama,santa maria,1,1,hp atacado vivendas (precos varejo),santa maria,FANTA MARACUJA,,,,,,,,,,,,,,,,,,"7,49",,,,
REFRIGERANTE,outros,sao sebastiao,1,1,hp varejao da fartura,sao sebastiao,FANTA MARACUJA,,,,,,,,,,,,,,,,,,"7,49",,,,
REFRIGERANTE,sobradinho,sobradinho,2,8,me mercado da juju,setor de mansoes,FANTA MARACUJA,,,,,,,,,,,,,,,,,,"7,99",,,,
REFRIGERANTE,sobradinho,sobradinho,1,2,sp super sampaio,sobradinho,FANTA MARACUJA,,,,,,,,,,,,,,,,,,"8,59",,,,
