Produto,Conglomerado,Cidade,Seg,Canal,Estabelecimento,Bairro,Marca,A03 - PET 500ML,A06 - PET 1500ML,C03 - VIDRO 600ML RET,C04 - VIDRO 600ML DESC,C09 - LONGNECK  250 ML,C10 - LONGNECK 330ML,C11 - LONGNECK 355ML,C14 – LATA 250 ML,C16 - LATA 350ML,E01 - LATA 250 ML,E03 - LATA - 473 ML,E10 - PET 600ML,I04 – PET 500 ML,R01 - PET 237ML,R01a - PET 250ML,R05 - PET 600ML,"R08 - PET 1,5L",R10 - PET  2L,R18a - LATA  220ML,R19 - LATA 270ML,R20 – LATA 310ML,R21 - LATA 350ML
REFRIGERANTE,taguatinga,taguatinga,1,1,hp fort atacadista (precos varejo),norte,PEPSI COLA,,,,,,,,,,,,,,,,,"4,49",,,"2,19","2,09","1,99"
REFRIGERANTE,gama,rcto das emas,1,3,db fort atacadista (precos atacado),recanto das emas,PEPSI COLA,,,,,,,,,,,,,,"1,99",,"3,99","6,19","5,99",,"2,19",,"1,99"
REFRIGERANTE,gama,rcto das emas,1,1,hp fort atacadista (precos varejo),recanto das emas,PEPSI COLA,,,,,,,,,,,,,,"1,99",,"3,99","6,19","6,19",,"2,19",,"1,99"
REFRIGERANTE,taguatinga,aguas claras,1,3,db assai atacadista (precos atacado),areal,MINEIRO SABORES,,,,,,,,,,,,,,,,"2,99","3,59","3,59",,,,"1,99"
REFRIGERANTE,taguatinga,aguas claras,1,3,db atacadao distribuidor (precos atacado),areal,MINEIRO SABORES,,,,,,,,,,,,,,,"1,19","2,99","3,59","5,59",,,,"1,99"
REFRIGERANTE,taguatinga,aguas claras,1,1,hp assai atacadista (precos varejo),areal,MINEIRO SABORES,,,,,,,,,,,,,,,,"2,99","3,59","3,59",,,,"1,99"
REFRIGERANTE,taguatinga,aguas claras,1,1,hp atacadao distribuidor (precos varejo),areal,MINEIRO SABORES,,,,,,,,,,,,,,,"1,19","2,99","3,59","5,59",,,,"1,99"
REFRIGERANTE,brasilia,asa norte,1,3,db assai atacadista (precos atacado),asa norte,MINEIRO SABORES,,,,,,,,,,,,,,,"1,19","2,99",,"4,59",,,,"1,99"
REFRIGERANTE,brasilia,asa norte,1,1,hp assai atacadista (precos varejo),asa norte,MINEIRO SABORES,,,,,,,,,,,,,,,"1,19","2,99",,"4,59",,,,"1,99"
REFRIGERANTE,ceilandia,ceilandia,1,3,db assai atacadista (precos atacado),sul,MINEIRO SABORES,,,,,,,,,,,,,,,"1,19","2,99","3,59","5,59",,,,"1,99"
REFRIGERANTE,ceilandia,ceilandia,1,1,hp assai atacadista (precos varejo),sul,MINEIRO SABORES,,,,,,,,,,,,,,,"1,19","2,99","3,59","5,59",,,,"1,99"
REFRIGERANTE,sobradinho,planaltina,1,3,db ultrabox atacado e varejo (precos atacado),estancia,MINEIRO SABORES,,,,,,,,,,,,,,,,"3,49",,"5,99",,,,"1,99"
REFRIGERANTE,sobradinho,planaltina,1,1,hp ultrabox atacado e varejo (precos varejo),estancia,MINEIRO SABORES,,,,,,,,,,,,,,,,"3,49",,"5,99",,,,"1,99"
REFRIGERANTE,guara,sia,1,3,db assai atacadista (precos atacado),sia,MINEIRO SABORES,,,,,,,,,,,,,,,,"2,99","3,59","3,59",,,,"1,99"
REFRIGERANTE,guara,sia,1,3,db atacadao distribuidor (precos atacado),sia,MINEIRO SABORES,,,,,,,,,,,,,,,"1,19","2,99","3,59","5,59",,,,"1,99"
REFRIGERANTE,guara,sia,1,1,hp assai atacadista (precos varejo),sia,MINEIRO SABORES,,,,,,,,,,,,,,,,"2,99","3,59","3,59",,,,"1,99"
REFRIGERANTE,guara,sia,1,1,hp atacadao distribuidor (precos varejo),sia,MINEIRO SABORES,,,,,,,,,,,,,,,"1,19","2,99","3,59","5,59",,,,"1,99"
REFRIGERANTE,taguatinga,taguatinga,1,3,db atacadao distribuidor (precos atacado),norte,MINEIRO SABORES,,,,,,,,,,,,,,,"1,19","2,99","3,59","4,59",,,,"1,99"
REFRIGERANTE,taguatinga,taguatinga,1,1,hp atacadao distribuidor (precos varejo),norte,MINEIRO SABORES,,,,,,,,,,,,,,,"1,19","2,99","3,59","5,59",,,,"1,99"
REFRIGERANTE,taguatinga,aguas claras,1,3,db melhor atacadista (precos atacado),areal,PEPSI COLA ZERO/BLACK,,,,,,,,,,,,,,"1,29",,,,"5,49",,,,"1,99"
REFRIGERANTE,taguatinga,aguas claras,1,1,hp melhor atacadista (precos varejo),areal,PEPSI COLA ZERO/BLACK,,,,,,,,,,,,,,"1,29",,,,"5,49",,,,"1,99"
REFRIGERANTE,guara,guara,1,3,db melhor atacadista (precos atacado),guara 2,PEPSI COLA ZERO/BLACK,,,,,,,,,,,,,,,,,,"5,49",,,,"1,99"
REFRIGERANTE,guara,guara,1,1,hp melhor atacadista (precos varejo),guara 2,PEPSI COLA ZERO/BLACK,,,,,,,,,,,,,,,,,,"5,49",,,,"1,99"
REFRIGERANTE,outros,riacho fundo,1,3,db melhor atacadista (precos atacado),riacho fundo 2,PEPSI COLA ZERO/BLACK,,,,,,,,,,,,,,"1,29",,,,"5,49",,,,"1,99"
REFRIGERANTE,outros,riacho fundo,1,1,hp melhor atacadista (precos varejo),riacho fundo 2,PEPSI COLA ZERO/BLACK,,,,,,,,,,,,,,"1,29",,,,"5,49",,,,"1,99"
REFRIGERANTE,taguatinga,taguatinga,1,3,db super adega atacado (precos atacado),norte,PEPSI COLA ZERO/BLACK,,,,,,,,,,,,,,"1,49",,,"4,79","6,49",,,,"1,99"
REFRIGERANTE,taguatinga,taguatinga,1,1,hp super adega atacado (precos varejo),norte,PEPSI COLA ZERO/BLACK,,,,,,,,,,,,,,"1,49",,,"4,79","6,79",,,,"1,99"
REFRIGERANTE,taguatinga,vicente pires,1,3,db melhor atacadista (precos atacado),shvp,PEPSI COLA ZERO/BLACK,,,,,,,,,,,,,,"1,29",,,,"5,49",,,,"1,99"
REFRIGERANTE,taguatinga,vicente pires,1,1,hp melhor atacadista (precos varejo),shvp,PEPSI COLA ZERO/BLACK,,,,,,,,,,,,,,"1,29",,,,"5,49",,,,"1,99"
REFRIGERANTE,taguatinga,aguas claras,1,3,db atacadao distribuidor (precos atacado),areal,ZAP COLA,,,,,,,,,,,,,,,"1,19",,,,,,,"1,99"
REFRIGERANTE,taguatinga,aguas claras,1,1,hp atacadao distribuidor (precos varejo),areal,ZAP COLA,,,,,,,,,,,,,,,"1,19",,,,,,,"1,99"
REFRIGERANTE,gama,gama,1,3,db atacadao distribuidor (precos atacado),setor leste,ZAP COLA,,,,,,,,,,,,,,,"1,19",,,,,,,"1,99"
REFRIGERANTE,gama,gama,1,1,hp atacadao distribuidor (precos varejo),setor leste,ZAP COLA,,,,,,,,,,,,,,,"1,19",,,,,,,"1,99"
REFRIGERANTE,guara,sia,1,3,db atacadao distribuidor (precos atacado),sia,ZAP COLA,,,,,,,,,,,,,,,"1,19",,,,,,,"1,99"
REFRIGERANTE,guara,sia,1,1,hp atacadao distribuidor (precos varejo),sia,ZAP COLA,,,,,,,,,,,,,,,"1,19",,,,,,,"1,99"
REFRIGERANTE,taguatinga,taguatinga,1,3,db atacadao distribuidor (precos atacado),norte,ZAP COLA,,,,,,,,,,,,,,,"1,19",,,,,,,"1,99"
REFRIGERANTE,taguatinga,taguatinga,1,1,hp atacadao distribuidor (precos varejo),norte,ZAP COLA,,,,,,,,,,,,,,,"1,19",,,,,,,"1,99"
REFRIGERANTE,gama,rcto das emas,1,3,db atacarejo show comprar (precos atacado),recanto das emas,GUARANA ANTARCTICA,,,,,,,,,,,,,,,,"3,29","4,49","5,69",,,,"2,08"
REFRIGERANTE,gama,rcto das emas,1,2,sp atacarejo show comprar (precos varejo),recanto das emas,GUARANA ANTARCTICA,,,,,,,,,,,,,,,,"3,29","5,49","5,69",,,,"2,08"
REFRIGERANTE,gama,rcto das emas,1,3,db atacarejo show comprar (precos atacado),recanto das emas,PEPSI COLA,,,,,,,,,,,,,,,,,,,,,,"2,08"
REFRIGERANTE,gama,rcto das emas,1,3,db atacarejo show comprar (precos atacado),recanto das emas,SUKITA UVA,,,,,,,,,,,,,,,,,,"3,99",,,,"2,08"
REFRIGERANTE,taguatinga,taguatinga,1,3,db fort atacadista (precos atacado),norte,PEPSI COLA,,,,,,,,,,,,,,,,,"4,49",,,"2,19","2,09","2,09"
REFRIGERANTE,brasilia,asa norte,1,3,db sam´s club atacadista,asa norte,PEPSI COLA ZERO/BLACK,,,,,,,,,,,,,,"1,42",,,,"5,50",,,,"2,17"
REFRIGERANTE,gama,santa maria,1,3,db costa atacadao (precos atacado),santa maria,FYS SABORES,,,,,,,,,,,,,,,,,,,,,,"2,19"
REFRIGERANTE,taguatinga,taguatinga,1,3,db costa atacadao (precos atacado),norte,FYS SABORES,,,,,,,,,,,,,,,,,,,,,,"2,19"
REFRIGERANTE,taguatinga,taguatinga,1,3,db super adega atacado (precos atacado),norte,MINEIRO SABORES,,,,,,,,,,,,,,,,,,"6,29",,,,"2,19"
REFRIGERANTE,taguatinga,taguatinga,1,1,hp super adega atacado (precos varejo),norte,MINEIRO SABORES,,,,,,,,,,,,,,,,,,"6,29",,,,"2,19"
REFRIGERANTE,taguatinga,aguas claras,1,1,hp bellavia supermercados,aguas claras,PEPSI COLA,,,,,,,,,,,,,,"1,49",,,,"5,69",,,,"2,19"
REFRIGERANTE,brasilia,asa norte,1,1,hp supermercado carrefour bairro,asa norte,PEPSI COLA,,,,,,,,,,,,,,,,"3,79","4,99",,,,,"2,19"
REFRIGERANTE,brasilia,cruzeiro,1,1,hp supermercado veneza,cruzeiro novo,PEPSI COLA,,,,,,,,,,,,,,"1,49",,"3,69",,"6,49",,,,"2,19"
REFRIGERANTE,gama,gama,1,1,hp bellavia supermercados,setor norte,PEPSI COLA,,,,,,,,,,,,,,"1,49",,,,"6,49",,,,"2,19"
REFRIGERANTE,gama,gama,1,1,hp supermercado supercei,setor central,PEPSI COLA,,,,,,,,,,,,,,,,,,"6,49",,,,"2,19"
REFRIGERANTE,gama,rcto das emas,1,1,hp bellavia supermercados,recanto das emas,PEPSI COLA,,,,,,,,,,,,,,"1,49",,,,"6,49",,,,"2,19"
REFRIGERANTE,outros,riacho fundo,1,2,sp supermercado caique,riacho fundo,PEPSI COLA,,,,,,,,,,,,,,"1,49",,,,"6,89",,,,"2,19"
REFRIGERANTE,ceilandia,samambaia,1,1,hp supermercado caique,norte,PEPSI COLA,,,,,,,,,,,,,,"1,49",,,,"6,89",,,,"2,19"
REFRIGERANTE,sobradinho,sobradinho,1,1,hp bellavia supermercados,sobradinho 1,PEPSI COLA,,,,,,,,,,,,,,"1,49",,,,"6,49",,,,"2,19"
REFRIGERANTE,sobradinho,sobradinho,1,2,sp supermercado caique,sobradinho,PEPSI COLA,,,,,,,,,,,,,,"1,59",,,,,,,,"2,19"
REFRIGERANTE,taguatinga,vicente pires,1,1,hp bellavia supermercados,shvp,PEPSI COLA,,,,,,,,,,,,,,"1,49",,,,"5,69",,,,"2,19"
REFRIGERANTE,taguatinga,aguas claras,1,3,db assai atacadista (precos atacado),areal,PEPSI COLA ZERO/BLACK,,,,,,,,,,,,,,"1,39",,,,"5,99",,,,"2,19"
REFRIGERANTE,taguatinga,aguas claras,1,1,hp assai atacadista (precos varejo),areal,PEPSI COLA ZERO/BLACK,,,,,,,,,,,,,,"1,49",,,,"5,99",,,,"2,19"
REFRIGERANTE,brasilia,asa norte,1,1,hp bellavia supermercados,asa norte,PEPSI COLA ZERO/BLACK,,,,,,,,,,,,,,"1,49",,,,"7,99",,,,"2,19"
REFRIGERANTE,ceilandia,ceilandia,1,3,db assai atacadista (precos atacado),sul,PEPSI COLA ZERO/BLACK,,,,,,,,,,,,,,"1,39",,,,"5,49",,,,"2,19"
REFRIGERANTE,ceilandia,ceilandia,1,1,hp assai atacadista (precos varejo),sul,PEPSI COLA ZERO/BLACK,,,,,,,,,,,,,,"1,39",,,,"5,49",,,,"2,19"
REFRIGERANTE,ceilandia,ceilandia,1,2,sp supermercado supercei,sul,PEPSI COLA ZERO/BLACK,,,,,,,,,,,,,,"1,49",,,,"6,79",,,,"2,19"
REFRIGERANTE,sobradinho,sobradinho,1,2,sp supermercado caique,sobradinho,PEPSI TWIST,,,,,,,,,,,,,,,,,,,,,,"2,19"
REFRIGERANTE,lagos,lago sul,1,3,db atacadao dia a dia (precos atacado),lago sul,SODA LIMONADA,,,,,,,,,,,,,,"1,49",,"3,79",,"5,99",,,,"2,19"
REFRIGERANTE,lagos,lago sul,1,1,hp atacadao dia a dia (precos varejo),lago sul,SODA LIMONADA,,,,,,,,,,,,,,"1,49",,"3,79",,"5,99",,,,"2,19"
REFRIGERANTE,lagos,lago sul,1,3,db atacadao dia a dia (precos atacado),lago sul,SUKITA LARANJA,,,,,,,,,,,,,,"1,49",,"3,79",,"3,99",,,,"2,19"
REFRIGERANTE,lagos,lago sul,1,1,hp atacadao dia a dia (precos varejo),lago sul,SUKITA LARANJA,,,,,,,,,,,,,,"1,49",,"3,79",,"3,99",,,,"2,19"
REFRIGERANTE,brasilia,asa norte,1,3,db atacadao distribuidor (precos atacado),asa norte,MINEIRO SABORES,,,,,,,,,,,,,,,"1,29","3,15","3,85","5,65",,,,"2,25"
REFRIGERANTE,brasilia,asa norte,1,1,hp atacadao distribuidor (precos varejo),asa norte,MINEIRO SABORES,,,,,,,,,,,,,,,"1,29","3,15","3,85","5,65",,,,"2,25"
REFRIGERANTE,gama,santa maria,1,3,db costa atacadao (precos atacado),santa maria,PEPSI COLA ZERO/BLACK,,,,,,,,,,,,,,"1,79",,,"4,79","7,29",,,,"2,25"
REFRIGERANTE,taguatinga,taguatinga,1,3,db costa atacadao (precos atacado),norte,PEPSI COLA ZERO/BLACK,,,,,,,,,,,,,,"1,79",,,,"7,29",,,,"2,25"
REFRIGERANTE,taguatinga,taguatinga,1,1,hp costa atacadao (precos varejo),norte,PEPSI COLA ZERO/BLACK,,,,,,,,,,,,,,"1,79",,,,,,,,"2,25"
REFRIGERANTE,taguatinga,vicente pires,1,1,hp costa atacadao (precos varejo),shvp,PEPSI COLA ZERO/BLACK,,,,,,,,,,,,,,"1,79",,,"4,79","5,99",,,,"2,25"
REFRIGERANTE,gama,rcto das emas,1,3,db atacarejo show comprar (precos atacado),recanto das emas,PEPSI TWIST,,,,,,,,,,,,,,,,,,,,,,"2,25"
REFRIGERANTE,gama,rcto das emas,1,3,db atacadao planalto (precos atacado),recanto das emas,SUKITA LARANJA,,,,,,,,,,,,,,,,,,,,,,"2,25"
REFRIGERANTE,gama,rcto das emas,1,1,hp atacadao planalto (precos varejo),recanto das emas,SUKITA LARANJA,,,,,,,,,,,,,,,,,,,,,,"2,25"
REFRIGERANTE,taguatinga,aguas claras,1,3,db assai atacadista (precos atacado),areal,PEPSI COLA,,,,,,,,,,,,,,"1,39",,,,"6,19",,"1,59",,"2,29"
REFRIGERANTE,brasilia,asa norte,1,3,db assai atacadista (precos atacado),asa norte,PEPSI COLA,,,,,,,,,,,,,,"1,39",,,,"6,19",,"1,59",,"2,29"
REFRIGERANTE,ceilandia,ceilandia,1,3,db assai atacadista (precos atacado),sul,PEPSI COLA,,,,,,,,,,,,,,"1,39",,,,"6,19",,"1,59",,"2,29"
REFRIGERANTE,guara,sia,1,3,db assai atacadista (precos atacado),sia,PEPSI COLA,,,,,,,,,,,,,,"1,39",,,,"6,19",,"1,59",,"2,29"
REFRIGERANTE,outros,itapoa,1,3,db atacadao reis (precos atacado),del lago 2,MINEIRO SABORES,,,,,,,,,,,,,,,"1,39","3,19","3,99","5,79",,"1,89",,"2,29"
REFRIGERANTE,gama,santa maria,1,1,hp costa atacadao (precos varejo),santa maria,FYS SABORES,,,,,,,,,,,,,,,,,,,,,,"2,29"
REFRIGERANTE,taguatinga,vicente pires,1,1,hp costa atacadao (precos varejo),shvp,FYS SABORES,,,,,,,,,,,,,,,,,,,,,,"2,29"
REFRIGERANTE,ceilandia,ceilandia,1,3,db ultrabox atacado e varejo (precos atacado),guariroba,MINEIRO SABORES,,,,,,,,,,,,,,,"1,39",,"3,99","5,99",,,,"2,29"
REFRIGERANTE,ceilandia,ceilandia,1,1,hp ultrabox atacado e varejo (precos varejo),guariroba,MINEIRO SABORES,,,,,,,,,,,,,,,"1,39",,"3,99","5,99",,,,"2,29"
REFRIGERANTE,outros,riacho fundo,1,3,db ultrabox atacado e varejo (precos atacado),riacho fundo,MINEIRO SABORES,,,,,,,,,,,,,,,"1,29","3,49","3,99","5,99",,,,"2,29"
REFRIGERANTE,outros,riacho fundo,1,1,hp ultrabox atacado e varejo (precos varejo),riacho fundo,MINEIRO SABORES,,,,,,,,,,,,,,,"1,39","3,49","3,99","5,99",,,,"2,29"
REFRIGERANTE,outros,sao sebastiao,1,3,db ultrabox atacado e varejo (precos atacado),sao bartolomeu,MINEIRO SABORES,,,,,,,,,,,,,,,"1,29","3,49","3,99","5,99",,,,"2,29"
REFRIGERANTE,outros,sao sebastiao,1,1,hp ultrabox atacado e varejo (precos varejo),sao bartolomeu,MINEIRO SABORES,,,,,,,,,,,,,,,"1,39","3,49","3,99","5,99",,,,"2,29"
REFRIGERANTE,sobradinho,sobradinho,1,3,db ultrabox atacado e varejo (precos atacado),sobradinho,MINEIRO SABORES,,,,,,,,,,,,,,,"1,39","3,49","3,99","5,99",,,,"2,29"
REFRIGERANTE,sobradinho,sobradinho,1,1,hp ultrabox atacado e varejo (precos varejo),sobradinho,MINEIRO SABORES,,,,,,,,,,,,,,,"1,39","3,49","3,99","5,99",,,,"2,29"
REFRIGERANTE,ceilandia,ceilandia,1,3,db fort atacadista (precos atacado),sol nascente,PEPSI COLA ZERO/BLACK,,,,,,,,,,,,,,"1,89",,,"4,99","5,99",,,,"2,29"
REFRIGERANTE,ceilandia,ceilandia,1,3,db ultrabox atacado e varejo (precos atacado),guariroba,PEPSI COLA ZERO/BLACK,,,,,,,,,,,,,,"1,59",,,,"6,29",,,,"2,29"
REFRIGERANTE,ceilandia,ceilandia,1,1,hp fort atacadista (precos varejo),sol nascente,PEPSI COLA ZERO/BLACK,,,,,,,,,,,,,,"1,99",,,"4,99","6,19",,,,"2,29"
REFRIGERANTE,ceilandia,ceilandia,1,1,hp ultrabox atacado e varejo (precos varejo),guariroba,PEPSI COLA ZERO/BLACK,,,,,,,,,,,,,,"1,59",,,,"6,29",,,,"2,29"
REFRIGERANTE,outros,itapoa,1,3,db ultrabox atacado e varejo (precos atacado),itapoa,PEPSI COLA ZERO/BLACK,,,,,,,,,,,,,,"1,59",,,,"6,29",,,,"2,29"
REFRIGERANTE,outros,itapoa,1,1,hp ultrabox atacado e varejo (precos varejo),itapoa,PEPSI COLA ZERO/BLACK,,,,,,,,,,,,,,"1,59",,,,"6,29",,,,"2,29"
REFRIGERANTE,sobradinho,planaltina,1,3,db ultrabox atacado e varejo (precos atacado),estancia,PEPSI COLA ZERO/BLACK,,,,,,,,,,,,,,"1,99",,,,"6,29",,,,"2,29"
REFRIGERANTE,sobradinho,planaltina,1,3,db ultrabox express (precos atacado),arapoangas,PEPSI COLA ZERO/BLACK,,,,,,,,,,,,,,,,,,,,,,"2,29"
REFRIGERANTE,sobradinho,planaltina,1,1,hp ultrabox atacado e varejo (precos varejo),estancia,PEPSI COLA ZERO/BLACK,,,,,,,,,,,,,,"1,99",,,,"6,29",,,,"2,29"
REFRIGERANTE,sobradinho,planaltina,1,1,hp ultrabox express (precos varejo),arapoangas,PEPSI COLA ZERO/BLACK,,,,,,,,,,,,,,,,,,,,,,"2,29"
REFRIGERANTE,outros,riacho fundo,1,3,db ultrabox atacado e varejo (precos atacado),riacho fundo,PEPSI COLA ZERO/BLACK,,,,,,,,,,,,,,"1,59",,,,"6,29",,,,"2,29"
REFRIGERANTE,outros,riacho fundo,1,1,hp ultrabox atacado e varejo (precos varejo),riacho fundo,PEPSI COLA ZERO/BLACK,,,,,,,,,,,,,,"1,59",,,,"6,29",,,,"2,29"
REFRIGERANTE,gama,santa maria,1,3,db ultrabox atacado e varejo (precos atacado),santa maria,PEPSI COLA ZERO/BLACK,,,,,,,,,,,,,,"1,59",,,,"6,29",,,,"2,29"
REFRIGERANTE,gama,santa maria,1,1,hp ultrabox atacado e varejo (precos varejo),santa maria,PEPSI COLA ZERO/BLACK,,,,,,,,,,,,,,"1,59",,,,"6,29",,,,"2,29"
REFRIGERANTE,sobradinho,sobradinho,1,3,db ultrabox atacado e varejo (precos atacado),sobradinho,PEPSI COLA ZERO/BLACK,,,,,,,,,,,,,,"1,59",,,,"6,29",,,,"2,29"
REFRIGERANTE,sobradinho,sobradinho,1,3,db ultrabox atacado e varejo (precos atacado),sobradinho,PEPSI COLA ZERO/BLACK,,,,,,,,,,,,,,"1,59",,,,"6,29",,,,"2,29"
REFRIGERANTE,sobradinho,sobradinho,1,1,hp ultrabox atacado e varejo (precos varejo),sobradinho,PEPSI COLA ZERO/BLACK,,,,,,,,,,,,,,"1,59",,,,"6,29",,,,"2,29"
REFRIGERANTE,sobradinho,sobradinho,1,1,hp ultrabox atacado e varejo (precos varejo),sobradinho,PEPSI COLA ZERO/BLACK,,,,,,,,,,,,,,"1,59",,,,"6,29",,,,"2,29"
REFRIGERANTE,taguatinga,aguas claras,1,3,db assai atacadista (precos atacado),areal,SODA LIMONADA,,,,,,,,,,,,,,,,"3,79",,"5,69",,,,"2,29"
REFRIGERANTE,brasilia,asa norte,1,3,db assai atacadista (precos atacado),asa norte,SODA LIMONADA,,,,,,,,,,,,,,,,"3,19",,"5,69",,,,"2,29"
REFRIGERANTE,brasilia,asa norte,1,3,db sam´s club atacadista,asa norte,SODA LIMONADA,,,,,,,,,,,,,,"1,42",,,,"5,66",,,,"2,29"
REFRIGERANTE,ceilandia,ceilandia,1,3,db assai atacadista (precos atacado),sul,SODA LIMONADA,,,,,,,,,,,,,,,,"3,79",,"5,69",,,,"2,29"
REFRIGERANTE,ceilandia,ceilandia,1,3,db ultrabox atacado e varejo (precos atacado),guariroba,SODA LIMONADA,,,,,,,,,,,,,,"1,59",,"3,49",,"6,49",,,,"2,29"
REFRIGERANTE,ceilandia,ceilandia,1,1,hp assai atacadista (precos varejo),sul,SODA LIMONADA,,,,,,,,,,,,,,,,"3,99",,"5,69",,,,"2,29"
REFRIGERANTE,ceilandia,ceilandia,1,1,hp ultrabox atacado e varejo (precos varejo),guariroba,SODA LIMONADA,,,,,,,,,,,,,,"1,59",,"3,59",,"6,49",,,,"2,29"
REFRIGERANTE,gama,gama,1,3,db ultrabox atacado e varejo (precos atacado),setor norte,SODA LIMONADA,,,,,,,,,,,,,,"1,59",,"3,49",,"5,19",,,,"2,29"
REFRIGERANTE,gama,gama,1,1,hp ultrabox atacado e varejo (precos varejo),setor norte,SODA LIMONADA,,,,,,,,,,,,,,"1,59",,"3,59",,"5,39",,,,"2,29"
REFRIGERANTE,gama,rcto das emas,1,3,db atacarejo show comprar (precos atacado),recanto das emas,SODA LIMONADA,,,,,,,,,,,,,,,,,,,,,,"2,29"
REFRIGERANTE,outros,riacho fundo,1,3,db ultrabox atacado e varejo (precos atacado),riacho fundo,SODA LIMONADA,,,,,,,,,,,,,,"1,59",,"3,49",,"6,49",,,,"2,29"
REFRIGERANTE,outros,riacho fundo,1,1,hp ultrabox atacado e varejo (precos varejo),riacho fundo,SODA LIMONADA,,,,,,,,,,,,,,"1,59",,"3,59",,"6,49",,,,"2,29"
REFRIGERANTE,gama,santa maria,1,3,db ultrabox atacado e varejo (precos atacado),santa maria,SODA LIMONADA,,,,,,,,,,,,,,,,"3,49",,"5,39",,,,"2,29"
REFRIGERANTE,gama,santa maria,1,1,hp ultrabox atacado e varejo (precos varejo),santa maria,SODA LIMONADA,,,,,,,,,,,,,,,,"3,59",,"5,39",,,,"2,29"
REFRIGERANTE,outros,sao sebastiao,1,3,db ultrabox atacado e varejo (precos atacado),sao bartolomeu,SODA LIMONADA,,,,,,,,,,,,,,,,"3,49",,,,,,"2,29"
REFRIGERANTE,outros,sao sebastiao,1,1,hp ultrabox atacado e varejo (precos varejo),sao bartolomeu,SODA LIMONADA,,,,,,,,,,,,,,,,"3,59",,,,,,"2,29"
REFRIGERANTE,guara,sia,1,3,db assai atacadista (precos atacado),sia,SODA LIMONADA,,,,,,,,,,,,,,,,"3,79",,"5,69",,,,"2,29"
REFRIGERANTE,sobradinho,sobradinho,1,3,db ultrabox atacado e varejo (precos atacado),sobradinho,SODA LIMONADA,,,,,,,,,,,,,,"1,59",,"3,59",,,,,,"2,29"
REFRIGERANTE,sobradinho,sobradinho,1,1,hp ultrabox atacado e varejo (precos varejo),sobradinho,SODA LIMONADA,,,,,,,,,,,,,,"1,59",,"3,59",,,,,,"2,29"
REFRIGERANTE,taguatinga,vicente pires,1,1,hp supermercado ultrabox,shvp,SODA LIMONADA,,,,,,,,,,,,,,"1,59",,"3,59",,"6,49",,,,"2,29"
REFRIGERANTE,taguatinga,aguas claras,1,3,db assai atacadista (precos atacado),areal,SUKITA LARANJA,,,,,,,,,,,,,,"1,49",,"3,79",,"4,29",,,,"2,29"
REFRIGERANTE,brasilia,asa norte,1,3,db assai atacadista (precos atacado),asa norte,SUKITA LARANJA,,,,,,,,,,,,,,"1,49",,"3,79",,"4,29",,,,"2,29"
REFRIGERANTE,brasilia,asa norte,1,3,db sam´s club atacadista,asa norte,SUKITA LARANJA,,,,,,,,,,,,,,,,,,"4,33",,,,"2,29"
REFRIGERANTE,ceilandia,ceilandia,1,3,db assai atacadista (precos atacado),sul,SUKITA LARANJA,,,,,,,,,,,,,,"1,49",,"3,79",,"4,29",,,,"2,29"
REFRIGERANTE,ceilandia,ceilandia,1,3,db ultrabox atacado e varejo (precos atacado),ceilandia,SUKITA LARANJA,,,,,,,,,,,,,,"1,59",,,,"6,99",,,,"2,29"
REFRIGERANTE,ceilandia,ceilandia,1,3,db ultrabox atacado e varejo (precos atacado),guariroba,SUKITA LARANJA,,,,,,,,,,,,,,"1,89",,"3,49",,"4,99",,,,"2,29"
REFRIGERANTE,ceilandia,ceilandia,1,1,hp ultrabox atacado e varejo (precos varejo),ceilandia,SUKITA LARANJA,,,,,,,,,,,,,,"1,59",,,,"6,99",,,,"2,29"
REFRIGERANTE,ceilandia,ceilandia,1,1,hp ultrabox atacado e varejo (precos varejo),guariroba,SUKITA LARANJA,,,,,,,,,,,,,,"1,89",,"3,59",,"4,99",,,,"2,29"
REFRIGERANTE,gama,gama,1,3,db ultrabox atacado e varejo (precos atacado),setor norte,SUKITA LARANJA,,,,,,,,,,,,,,"1,59",,"3,49",,"4,99",,,,"2,29"
REFRIGERANTE,gama,gama,1,1,hp ultrabox atacado e varejo (precos varejo),setor norte,SUKITA LARANJA,,,,,,,,,,,,,,"1,59",,"3,59",,"4,99",,,,"2,29"
REFRIGERANTE,outros,itapoa,1,3,db ultrabox atacado e varejo (precos atacado),itapoa,SUKITA LARANJA,,,,,,,,,,,,,,"1,59",,,,,,,,"2,29"
REFRIGERANTE,outros,itapoa,1,1,hp ultrabox atacado e varejo (precos varejo),itapoa,SUKITA LARANJA,,,,,,,,,,,,,,"1,59",,,,,,,,"2,29"
REFRIGERANTE,sobradinho,planaltina,1,3,db ultrabox atacado e varejo (precos atacado),estancia,SUKITA LARANJA,,,,,,,,,,,,,,"1,59",,,,"5,00",,,,"2,29"
REFRIGERANTE,sobradinho,planaltina,1,1,hp ultrabox atacado e varejo (precos varejo),estancia,SUKITA LARANJA,,,,,,,,,,,,,,"1,59",,"3,99",,"5,00",,,,"2,29"
REFRIGERANTE,outros,sao sebastiao,1,3,db ultrabox atacado e varejo (precos atacado),sao bartolomeu,SUKITA LARANJA,,,,,,,,,,,,,,"1,59",,,,,,,,"2,29"
